ID,Neutral,Positive,Negative,Total,Difference,P_N ratio,Difference ratio,Decile
4462623,42.0,17.0,11.0,70.0,6.0,1.54545,0.08571,3
4276853,31.0,12.0,8.0,51.0,4.0,1.5,0.07843,3
4503746,45.0,29.0,9.0,83.0,20.0,3.22222,0.24096,6
4442258,40.0,26.0,4.0,70.0,22.0,6.5,0.31429,8
4422186,49.0,11.0,38.0,98.0,-27.0,0.28947,-0.27551,1
4403216,58.0,39.0,4.0,101.0,35.0,9.75,0.34653,9
4361163,33.0,18.0,26.0,77.0,-8.0,0.69231,-0.1039,2
4298374,47.0,11.0,18.0,76.0,-7.0,0.61111,-0.09211,2
4464963,31.0,31.0,2.0,64.0,29.0,15.5,0.45312,10
4448793,26.0,25.0,1.0,52.0,24.0,25.0,0.46154,10
4344965,23.0,15.0,1.0,39.0,14.0,15.0,0.35897,9
4506393,21.0,29.0,0.0,50.0,29.0,inf,0.58,10
4424186,22.0,16.0,0.0,38.0,16.0,inf,0.42105,10
4261067,39.0,24.0,2.0,65.0,22.0,12.0,0.33846,8
4483225,39.0,29.0,2.0,70.0,27.0,14.5,0.38571,9
4367569,57.0,28.0,5.0,90.0,23.0,5.6,0.25556,7
4320601,32.0,25.0,4.0,61.0,21.0,6.25,0.34426,9
4280287,20.0,19.0,0.0,39.0,19.0,inf,0.48718,10
4383332,31.0,20.0,0.0,51.0,20.0,inf,0.39216,9
4402791,25.0,28.0,4.0,57.0,24.0,7.0,0.42105,10
4303312,27.0,18.0,2.0,47.0,16.0,9.0,0.34043,8
4276088,53.0,28.0,6.0,87.0,22.0,4.66667,0.25287,6
4297292,53.0,31.0,3.0,87.0,28.0,10.33333,0.32184,8
4255382,34.0,17.0,2.0,53.0,15.0,8.5,0.28302,7
4360706,47.0,18.0,3.0,68.0,15.0,6.0,0.22059,6
4381034,47.0,20.0,10.0,77.0,10.0,2.0,0.12987,4
4441063,55.0,5.0,23.0,83.0,-18.0,0.21739,-0.21687,1
4401111,52.0,22.0,4.0,78.0,18.0,5.5,0.23077,6
4420971,70.0,7.0,34.0,111.0,-27.0,0.20588,-0.24324,1
4461527,59.0,35.0,3.0,97.0,32.0,11.66667,0.3299,8
4481564,51.0,37.0,2.0,90.0,35.0,18.5,0.38889,9
4318952,40.0,18.0,1.0,59.0,17.0,18.0,0.28814,7
4339886,68.0,23.0,10.0,101.0,13.0,2.3,0.12871,4
4502964,43.0,38.0,2.0,83.0,36.0,19.0,0.43373,10
4483341,55.0,17.0,2.0,74.0,15.0,8.5,0.2027,5
4441859,52.0,11.0,0.0,63.0,11.0,inf,0.1746,5
4340799,72.0,8.0,5.0,85.0,3.0,1.6,0.03529,3
4258283,56.0,21.0,1.0,78.0,20.0,21.0,0.25641,7
4361610,108.0,9.0,6.0,123.0,3.0,1.5,0.02439,3
4421777,47.0,11.0,5.0,63.0,6.0,2.2,0.09524,3
4381936,74.0,8.0,18.0,100.0,-10.0,0.44444,-0.1,2
4300182,37.0,8.0,1.0,46.0,7.0,8.0,0.15217,4
4462256,54.0,7.0,17.0,78.0,-10.0,0.41176,-0.12821,2
4402900,51.0,14.0,2.0,67.0,12.0,7.0,0.1791,5
4503820,59.0,3.0,9.0,71.0,-6.0,0.33333,-0.08451,2
4321420,57.0,13.0,2.0,72.0,11.0,6.5,0.15278,4
4279280,68.0,18.0,1.0,87.0,17.0,18.0,0.1954,5
4383463,61.0,38.0,3.0,102.0,35.0,12.66667,0.34314,8
4280903,63.0,31.0,1.0,95.0,30.0,31.0,0.31579,8
4463571,40.0,9.0,0.0,49.0,9.0,inf,0.18367,5
4423095,48.0,31.0,1.0,80.0,30.0,31.0,0.375,9
4484554,60.0,5.0,36.0,101.0,-31.0,0.13889,-0.30693,1
4259795,68.0,18.0,7.0,93.0,11.0,2.57143,0.11828,3
4301620,70.0,39.0,4.0,113.0,35.0,9.75,0.30973,8
4342115,93.0,20.0,13.0,126.0,7.0,1.53846,0.05556,3
4505324,42.0,13.0,1.0,56.0,12.0,13.0,0.21429,5
4443260,44.0,31.0,1.0,76.0,30.0,31.0,0.39474,9
4363227,67.0,1.0,16.0,84.0,-15.0,0.0625,-0.17857,2
4322446,52.0,17.0,3.0,72.0,14.0,5.66667,0.19444,5
4403947,63.0,15.0,0.0,78.0,15.0,inf,0.19231,5
4514889,37.0,3.0,21.0,61.0,-18.0,0.14286,-0.29508,1
4391427,78.0,45.0,7.0,130.0,38.0,6.42857,0.29231,7
4490326,42.0,20.0,2.0,64.0,18.0,10.0,0.28125,7
4309356,48.0,34.0,4.0,86.0,30.0,8.5,0.34884,9
4471660,34.0,19.0,9.0,62.0,10.0,2.11111,0.16129,4
4350424,87.0,35.0,16.0,138.0,19.0,2.1875,0.13768,4
4409229,46.0,20.0,5.0,71.0,15.0,4.0,0.21127,5
4431840,47.0,28.0,0.0,75.0,28.0,inf,0.37333,9
4370775,65.0,17.0,8.0,90.0,9.0,2.125,0.1,3
4451877,76.0,47.0,4.0,127.0,43.0,11.75,0.33858,8
4328006,73.0,25.0,3.0,101.0,22.0,8.33333,0.21782,6
4288298,46.0,23.0,3.0,72.0,20.0,7.66667,0.27778,7
4266259,60.0,53.0,3.0,116.0,50.0,17.66667,0.43103,10
4322044,45.0,35.0,6.0,86.0,29.0,5.83333,0.33721,8
4505227,79.0,29.0,0.0,108.0,29.0,inf,0.26852,7
4403600,51.0,34.0,3.0,88.0,31.0,11.33333,0.35227,9
4365423,44.0,27.0,1.0,72.0,26.0,27.0,0.36111,9
4422634,72.0,49.0,2.0,123.0,47.0,24.5,0.38211,9
4344298,90.0,54.0,10.0,154.0,44.0,5.4,0.28571,7
4385391,54.0,31.0,0.0,85.0,31.0,inf,0.36471,9
4462516,74.0,21.0,5.0,100.0,16.0,4.2,0.16,4
4256820,75.0,28.0,10.0,113.0,18.0,2.8,0.15929,4
4277762,46.0,17.0,2.0,65.0,15.0,8.5,0.23077,6
4484518,94.0,36.0,6.0,136.0,30.0,6.0,0.22059,6
4442090,89.0,44.0,2.0,135.0,42.0,22.0,0.31111,8
4301026,58.0,22.0,5.0,85.0,17.0,4.4,0.2,5
4339237,81.0,23.0,6.0,110.0,17.0,3.83333,0.15455,4
4439249,80.0,28.0,6.0,114.0,22.0,4.66667,0.19298,5
4358457,84.0,11.0,37.0,132.0,-26.0,0.2973,-0.19697,1
4501211,59.0,28.0,5.0,92.0,23.0,5.6,0.25,6
4253848,73.0,27.0,1.0,101.0,26.0,27.0,0.25743,7
4295957,72.0,23.0,3.0,98.0,20.0,7.66667,0.20408,5
4398976,124.0,8.0,37.0,169.0,-29.0,0.21622,-0.1716,2
4316781,83.0,41.0,1.0,125.0,40.0,41.0,0.32,8
4419326,103.0,14.0,46.0,163.0,-32.0,0.30435,-0.19632,2
4274566,73.0,27.0,3.0,103.0,24.0,9.0,0.23301,6
4479584,82.0,3.0,19.0,104.0,-16.0,0.15789,-0.15385,2
4378914,90.0,13.0,0.0,103.0,13.0,inf,0.12621,4
4459724,94.0,4.0,24.0,122.0,-20.0,0.16667,-0.16393,2
4482566,33.0,25.0,3.0,61.0,22.0,8.33333,0.36066,9
4402032,43.0,57.0,9.0,109.0,48.0,6.33333,0.44037,10
4320667,35.0,44.0,3.0,82.0,41.0,14.66667,0.5,10
4443183,14.0,10.0,3.0,27.0,7.0,3.33333,0.25926,7
4342092,49.0,21.0,45.0,115.0,-24.0,0.46667,-0.2087,1
4463605,32.0,51.0,14.0,97.0,37.0,3.64286,0.38144,9
4301631,27.0,10.0,38.0,75.0,-28.0,0.26316,-0.37333,1
4363047,44.0,62.0,12.0,118.0,50.0,5.16667,0.42373,10
4505214,26.0,16.0,10.0,52.0,6.0,1.6,0.11538,3
4383321,21.0,14.0,0.0,35.0,14.0,inf,0.4,9
4423025,38.0,13.0,46.0,97.0,-33.0,0.28261,-0.34021,1
4257267,40.0,41.0,4.0,85.0,37.0,10.25,0.43529,10
4278243,50.0,75.0,11.0,136.0,64.0,6.81818,0.47059,10
4385531,70.0,30.0,10.0,110.0,20.0,3.0,0.18182,5
4484045,41.0,4.0,36.0,81.0,-32.0,0.11111,-0.39506,1
4302664,56.0,21.0,3.0,80.0,18.0,7.0,0.225,6
4465531,46.0,27.0,0.0,73.0,27.0,inf,0.36986,9
4403452,68.0,54.0,7.0,129.0,47.0,7.71429,0.36434,9
4282179,67.0,4.0,57.0,128.0,-53.0,0.07018,-0.41406,1
4322134,68.0,21.0,8.0,97.0,13.0,2.625,0.13402,4
4445472,77.0,32.0,14.0,123.0,18.0,2.28571,0.14634,4
4344394,82.0,17.0,6.0,105.0,11.0,2.83333,0.10476,3
4507399,41.0,50.0,2.0,93.0,48.0,25.0,0.51613,10
4425183,58.0,41.0,6.0,105.0,35.0,6.83333,0.33333,8
4365530,91.0,44.0,12.0,147.0,32.0,3.66667,0.21769,6
4262053,35.0,5.0,17.0,57.0,-12.0,0.29412,-0.21053,1
4344463,43.0,15.0,4.0,62.0,11.0,3.75,0.17742,5
4507095,35.0,10.0,0.0,45.0,10.0,inf,0.22222,6
4327624,65.0,14.0,39.0,118.0,-25.0,0.35897,-0.21186,1
4262316,59.0,8.0,11.0,78.0,-3.0,0.72727,-0.03846,2
4283040,70.0,41.0,9.0,120.0,32.0,4.55556,0.26667,7
4304159,58.0,14.0,42.0,114.0,-28.0,0.33333,-0.24561,1
4489699,23.0,15.0,2.0,40.0,13.0,7.5,0.325,8
4424825,44.0,21.0,3.0,68.0,18.0,7.0,0.26471,7
4408829,62.0,25.0,7.0,94.0,18.0,3.57143,0.19149,5
4465237,38.0,35.0,1.0,74.0,34.0,35.0,0.45946,10
4385586,46.0,15.0,2.0,63.0,13.0,7.5,0.20635,5
4365599,63.0,32.0,5.0,100.0,27.0,6.4,0.27,7
4445184,31.0,16.0,1.0,48.0,15.0,16.0,0.3125,8
4445448,9.0,5.0,0.0,14.0,5.0,inf,0.35714,9
4403061,40.0,3.0,13.0,56.0,-10.0,0.23077,-0.17857,2
4425202,30.0,21.0,3.0,54.0,18.0,7.0,0.33333,8
4304160,1.0,1.0,0.0,2.0,1.0,inf,0.5,10
4321601,40.0,15.0,2.0,57.0,13.0,7.5,0.22807,6
4366561,67.0,20.0,6.0,93.0,14.0,3.33333,0.15054,4
4388538,36.0,5.0,11.0,52.0,-6.0,0.45455,-0.11538,2
4345201,40.0,8.0,1.0,49.0,7.0,8.0,0.14286,4
4261512,46.0,6.0,2.0,54.0,4.0,3.0,0.07407,3
4507447,21.0,6.0,1.0,28.0,5.0,6.0,0.17857,5
4468851,39.0,6.0,1.0,46.0,5.0,6.0,0.1087,3
4485595,31.0,6.0,0.0,37.0,6.0,inf,0.16216,4
4283501,34.0,8.0,0.0,42.0,8.0,inf,0.19048,5
4382188,67.0,20.0,6.0,93.0,14.0,3.33333,0.15054,4
4321659,84.0,12.0,12.0,108.0,0.0,1.0,0.0,3
4483557,87.0,8.0,21.0,116.0,-13.0,0.38095,-0.11207,2
4339179,70.0,9.0,7.0,86.0,2.0,1.28571,0.02326,3
4300485,81.0,6.0,10.0,97.0,-4.0,0.6,-0.04124,2
4277059,48.0,12.0,19.0,79.0,-7.0,0.63158,-0.08861,2
4403074,44.0,13.0,3.0,60.0,10.0,4.33333,0.16667,4
4462488,56.0,5.0,16.0,77.0,-11.0,0.3125,-0.14286,2
4504021,56.0,12.0,5.0,73.0,7.0,2.4,0.09589,3
4258632,84.0,16.0,10.0,110.0,6.0,1.6,0.05455,3
4442052,56.0,16.0,0.0,72.0,16.0,inf,0.22222,6
4361854,46.0,14.0,5.0,65.0,9.0,2.8,0.13846,4
4422071,71.0,23.0,3.0,97.0,20.0,7.66667,0.20619,5
4361977,80.0,52.0,22.0,154.0,30.0,2.36364,0.19481,5
4297949,103.0,36.0,14.0,153.0,22.0,2.57143,0.14379,4
4402149,76.0,36.0,7.0,119.0,29.0,5.14286,0.2437,6
4320620,64.0,27.0,8.0,99.0,19.0,3.375,0.19192,5
4276716,67.0,26.0,19.0,112.0,7.0,1.36842,0.0625,3
4482634,84.0,44.0,16.0,144.0,28.0,2.75,0.19444,5
4256079,87.0,18.0,37.0,142.0,-19.0,0.48649,-0.1338,2
4505271,4.0,3.0,3.0,10.0,0.0,1.0,0.0,3
4381455,101.0,15.0,31.0,147.0,-16.0,0.48387,-0.10884,2
4441069,95.0,19.0,33.0,147.0,-14.0,0.57576,-0.09524,2
4340679,62.0,25.0,24.0,111.0,1.0,1.04167,0.00901,3
4420973,96.0,46.0,16.0,158.0,30.0,2.875,0.18987,5
4461549,60.0,13.0,22.0,95.0,-9.0,0.59091,-0.09474,2
4318375,29.0,21.0,3.0,53.0,18.0,7.0,0.33962,8
4480639,26.0,32.0,2.0,60.0,30.0,16.0,0.5,10
4301783,35.0,34.0,3.0,72.0,31.0,11.33333,0.43056,10
4460906,34.0,28.0,7.0,69.0,21.0,4.0,0.30435,8
4380316,23.0,31.0,4.0,58.0,27.0,7.75,0.46552,10
4400257,31.0,45.0,1.0,77.0,44.0,45.0,0.57143,10
4339191,42.0,14.0,33.0,89.0,-19.0,0.42424,-0.21348,1
4359960,30.0,28.0,1.0,59.0,27.0,28.0,0.45763,10
4420351,27.0,16.0,0.0,43.0,16.0,inf,0.37209,9
4502438,34.0,14.0,4.0,52.0,10.0,3.5,0.19231,5
4258193,24.0,27.0,5.0,56.0,22.0,5.4,0.39286,9
4440435,39.0,46.0,3.0,88.0,43.0,15.33333,0.48864,10
4279616,27.0,43.0,1.0,71.0,42.0,43.0,0.59155,10
4296661,91.0,53.0,12.0,156.0,41.0,4.41667,0.26282,7
4501550,53.0,2.0,12.0,67.0,-10.0,0.16667,-0.14925,2
4479735,104.0,37.0,2.0,143.0,35.0,18.5,0.24476,6
4399281,60.0,52.0,11.0,123.0,41.0,4.72727,0.33333,8
4275049,123.0,58.0,19.0,200.0,39.0,3.05263,0.195,5
4316889,61.0,25.0,1.0,87.0,24.0,25.0,0.27586,7
4419289,77.0,52.0,3.0,132.0,49.0,17.33333,0.37121,9
4358497,67.0,10.0,18.0,95.0,-8.0,0.55556,-0.08421,2
4254585,70.0,28.0,1.0,99.0,27.0,28.0,0.27273,7
4439227,46.0,32.0,3.0,81.0,29.0,10.66667,0.35802,9
4337832,77.0,15.0,12.0,104.0,3.0,1.25,0.02885,3
4378936,87.0,7.0,29.0,123.0,-22.0,0.24138,-0.17886,2
4459923,57.0,37.0,3.0,97.0,34.0,12.33333,0.35052,9
4323225,23.0,23.0,23.0,69.0,0.0,1.0,0.0,3
4279716,53.0,2.0,6.0,61.0,-4.0,0.33333,-0.06557,2
4363115,47.0,11.0,0.0,58.0,11.0,inf,0.18966,5
4301568,66.0,8.0,7.0,81.0,1.0,1.14286,0.01235,3
4507332,37.0,10.0,0.0,47.0,10.0,inf,0.21277,5
4466043,24.0,6.0,0.0,30.0,6.0,inf,0.2,5
4385513,19.0,1.0,8.0,28.0,-7.0,0.125,-0.25,1
4259841,56.0,13.0,1.0,70.0,12.0,13.0,0.17143,5
4343286,49.0,10.0,5.0,64.0,5.0,2.0,0.07812,3
4405879,72.0,23.0,1.0,96.0,22.0,23.0,0.22917,6
4446232,23.0,11.0,1.0,35.0,10.0,11.0,0.28571,7
4486460,29.0,9.0,0.0,38.0,9.0,inf,0.23684,6
4424141,34.0,13.0,2.0,49.0,11.0,6.5,0.22449,6
4363045,48.0,37.0,5.0,90.0,32.0,7.4,0.35556,9
4443200,35.0,41.0,2.0,78.0,39.0,20.5,0.5,10
4423002,47.0,35.0,1.0,83.0,34.0,35.0,0.40964,10
4299222,47.0,38.0,3.0,88.0,35.0,12.66667,0.39773,9
4484511,34.0,35.0,1.0,70.0,34.0,35.0,0.48571,10
4257217,39.0,20.0,1.0,60.0,19.0,20.0,0.31667,8
4320655,59.0,63.0,3.0,125.0,60.0,21.0,0.48,10
4383328,32.0,4.0,19.0,55.0,-15.0,0.21053,-0.27273,1
4278216,52.0,51.0,2.0,105.0,49.0,25.5,0.46667,10
4463535,43.0,40.0,1.0,84.0,39.0,40.0,0.46429,10
4342064,41.0,44.0,7.0,92.0,37.0,6.28571,0.40217,10
4505113,19.0,26.0,2.0,47.0,24.0,13.0,0.51064,10
4403931,35.0,2.0,21.0,58.0,-19.0,0.09524,-0.32759,1
4484208,49.0,20.0,1.0,70.0,19.0,20.0,0.27143,7
4382771,45.0,13.0,3.0,61.0,10.0,4.33333,0.16393,4
4300982,49.0,37.0,7.0,93.0,30.0,5.28571,0.32258,8
4445496,50.0,30.0,1.0,81.0,29.0,30.0,0.35802,9
4259080,35.0,17.0,3.0,55.0,14.0,5.66667,0.25455,7
4365330,41.0,15.0,3.0,59.0,12.0,5.0,0.20339,5
4322034,72.0,11.0,13.0,96.0,-2.0,0.84615,-0.02083,2
4462940,38.0,7.0,29.0,74.0,-22.0,0.24138,-0.2973,1
4401649,47.0,33.0,3.0,83.0,30.0,11.0,0.36145,9
4280210,51.0,29.0,8.0,88.0,21.0,3.625,0.23864,6
4504582,65.0,33.0,2.0,100.0,31.0,16.5,0.31,8
4341676,43.0,3.0,21.0,67.0,-18.0,0.14286,-0.26866,1
4422532,51.0,22.0,1.0,74.0,21.0,22.0,0.28378,7
4384247,29.0,17.0,2.0,48.0,15.0,8.5,0.3125,8
4505962,51.0,25.0,3.0,79.0,22.0,8.33333,0.27848,7
4403637,41.0,6.0,34.0,81.0,-28.0,0.17647,-0.34568,1
4464259,67.0,57.0,19.0,143.0,38.0,3.0,0.26573,7
4301207,42.0,38.0,21.0,101.0,17.0,1.80952,0.16832,4
4444615,65.0,43.0,13.0,121.0,30.0,3.30769,0.24793,6
4280470,43.0,42.0,24.0,109.0,18.0,1.75,0.16514,4
4423234,63.0,18.0,49.0,130.0,-31.0,0.36735,-0.23846,1
4258803,72.0,16.0,57.0,145.0,-41.0,0.2807,-0.28276,1
4342243,38.0,9.0,4.0,51.0,5.0,2.25,0.09804,3
4484216,37.0,13.0,31.0,81.0,-18.0,0.41935,-0.22222,1
4364016,33.0,32.0,5.0,70.0,27.0,6.4,0.38571,9
4321429,43.0,46.0,10.0,99.0,36.0,4.6,0.36364,9
4382770,51.0,9.0,33.0,93.0,-24.0,0.27273,-0.25806,1
4319576,56.0,28.0,8.0,92.0,20.0,3.5,0.21739,6
4258208,54.0,20.0,7.0,81.0,13.0,2.85714,0.16049,4
4482227,39.0,6.0,31.0,76.0,-25.0,0.19355,-0.32895,1
4279184,47.0,17.0,7.0,71.0,10.0,2.42857,0.14085,4
4463137,36.0,16.0,4.0,56.0,12.0,4.0,0.21429,5
4422613,60.0,9.0,30.0,99.0,-21.0,0.3,-0.21212,1
4504668,49.0,25.0,12.0,86.0,13.0,2.08333,0.15116,4
4442770,51.0,31.0,9.0,91.0,22.0,3.44444,0.24176,6
4299968,32.0,8.0,12.0,52.0,-4.0,0.66667,-0.07692,2
4362659,55.0,10.0,37.0,102.0,-27.0,0.27027,-0.26471,1
4343312,48.0,16.0,8.0,72.0,8.0,2.0,0.11111,3
4401781,56.0,16.0,9.0,81.0,7.0,1.77778,0.08642,3
4282266,38.0,17.0,2.0,57.0,15.0,8.5,0.26316,7
4303241,44.0,25.0,2.0,71.0,23.0,12.5,0.32394,8
4465483,34.0,18.0,0.0,52.0,18.0,inf,0.34615,9
4328361,19.0,14.0,1.0,34.0,13.0,14.0,0.38235,9
4365327,56.0,35.0,1.0,92.0,34.0,35.0,0.36957,9
4409076,35.0,1.0,20.0,56.0,-19.0,0.05,-0.33929,1
4344264,21.0,7.0,5.0,33.0,2.0,1.4,0.06061,3
4425224,24.0,15.0,1.0,40.0,14.0,15.0,0.35,9
4508151,67.0,35.0,11.0,113.0,24.0,3.18182,0.21239,5
4445450,16.0,12.0,1.0,29.0,11.0,12.0,0.37931,9
4490709,47.0,24.0,3.0,74.0,21.0,8.0,0.28378,7
4386249,50.0,21.0,0.0,71.0,21.0,inf,0.29577,7
4260932,45.0,9.0,0.0,54.0,9.0,inf,0.16667,4
4362565,104.0,38.0,5.0,147.0,33.0,7.6,0.22449,6
4420706,97.0,54.0,3.0,154.0,51.0,18.0,0.33117,8
4255352,89.0,18.0,9.0,116.0,9.0,2.0,0.07759,3
4297161,125.0,3.0,29.0,157.0,-26.0,0.10345,-0.16561,2
4327929,90.0,25.0,1.0,116.0,24.0,25.0,0.2069,5
4341717,78.0,30.0,5.0,113.0,25.0,6.0,0.22124,6
4275809,84.0,5.0,21.0,110.0,-16.0,0.2381,-0.14545,2
4502724,83.0,29.0,2.0,114.0,27.0,14.5,0.23684,6
4401841,133.0,42.0,6.0,181.0,36.0,7.0,0.1989,5
4482225,98.0,29.0,1.0,128.0,28.0,29.0,0.21875,6
4380798,67.0,36.0,2.0,105.0,34.0,18.0,0.32381,8
4461231,89.0,37.0,6.0,132.0,31.0,6.16667,0.23485,6
4440800,70.0,5.0,24.0,99.0,-19.0,0.20833,-0.19192,2
