,id
1122,4256079
1123,4276716
1124,4297949
1125,4320620
1126,4340679
1127,4361977
1128,4381455
1129,4402149
1130,4420973
1131,4441069
1132,4461549
1133,4482634
1134,4505271
1146,4259258
1147,4280384
1148,4301048
1149,4324004
1150,4344485
1151,4365478
1152,4385498
1153,4407115
1154,4425262
1155,4447792
1156,4465559
1157,4487478
1158,4507400
1184,4259308
1185,4279856
1186,4301127
1187,4320732
1188,4341667
1189,4362993
1190,4382763
1191,4402079
1192,4422568
1193,4443345
1194,4463667
1195,4482637
1196,4504787
1197,4258565
1198,4279621
1199,4300498
1200,4319864
1201,4341128
1202,4361857
1203,4382375
1204,4401415
1205,4421821
1206,4441920
1207,4462270
1208,4483592
1209,4504337
1210,4258162
1211,4278222
1212,4299161
1213,4320664
1214,4342161
1215,4362976
1216,4383129
1217,4402104
1218,4423052
1219,4443199
1220,4463553
1221,4482533
1222,4505112
1223,4259173
1224,4280303
1225,4301051
1226,4322131
1227,4341644
1228,4362355
1229,4385449
1230,4403374
1231,4425735
1232,4445641
1233,4465467
1234,4484108
1235,4507909
1236,4256834
1237,4279800
1238,4299182
1239,4322157
1240,4340734
1241,4361509
1242,4381855
1243,4405441
1244,4422728
1245,4442766
1246,4463122
1247,4487607
1248,4505320
1249,4257267
1250,4278243
1251,4301631
1252,4320667
1253,4342092
1254,4363047
1255,4383321
1256,4402032
1257,4423025
1258,4443183
1259,4463605
1260,4482566
1261,4505214
1262,4258803
1263,4280470
1264,4301207
1265,4321429
1266,4342243
1267,4364016
1268,4384247
1269,4403637
1270,4423234
1271,4444615
1272,4464259
1273,4484216
1274,4505962
1275,4254769
1276,4275531
1277,4296824
1278,4318107
1279,4338911
1280,4359692
1281,4379982
1282,4399710
1283,4420044
1284,4440464
1285,4460831
1286,4480360
1287,4502480
1300,4258678
1301,4279766
1302,4300529
1303,4323634
1304,4341127
1305,4361903
1306,4382219
1307,4405059
1308,4422057
1309,4442083
1310,4462545
1311,4485555
1312,4504050
1313,4256530
1314,4276889
1315,4298041
1316,4321481
1317,4338978
1318,4360093
1319,4380431
1320,4402912
1321,4420423
1322,4440245
1323,4461301
1324,4485311
1325,4503832
1326,4258176
1327,4279167
1328,4300081
1329,4321284
1330,4340594
1331,4361486
1332,4381758
1333,4403581
1334,4424188
1335,4444541
1336,4464591
1337,4484096
1338,4506316
1339,4256700
1340,4277908
1341,4298748
1342,4320267
1343,4340328
1344,4363932
1345,4382796
1346,4403623
1347,4423327
1348,4442836
1349,4463123
1350,4484130
1351,4506388
1383,4256945
1384,4275905
1385,4298955
1386,4318208
1387,4339677
1388,4359776
1389,4380840
1390,4401211
1391,4421814
1392,4440889
1393,4462304
1394,4481640
1395,4503872
1458,4259825
1459,4278316
1460,4301678
1461,4320721
1462,4345136
1463,4363301
1464,4383399
1465,4404034
1466,4423235
1467,4443346
1468,4463754
1469,4484579
1470,4505388
1505,4254838
1506,4275315
1507,4296939
1508,4317460
1509,4339288
1510,4360097
1511,4380476
1512,4400291
1513,4420150
1514,4440509
1515,4460956
1516,4480691
1517,4502515
1564,4259373
1565,4279921
1566,4300681
1567,4321794
1568,4344453
1569,4362095
1570,4382360
1571,4403219
1572,4424813
1573,4442293
1574,4462696
1575,4483755
1576,4507063
1599,4258525
1600,4282687
1601,4303164
1602,4323520
1603,4343717
1604,4364729
1605,4386054
1606,4406363
1607,4424124
1608,4444915
1609,4464939
1610,4485499
1611,4506782
1630,4260028
1631,4281890
1632,4302952
1633,4327174
1634,4346324
1635,4365572
1636,4385646
1637,4409232
1638,4424357
1639,4444614
1640,4464719
1641,4489208
1642,4506508
1643,4259841
1644,4279716
1645,4301568
1646,4323225
1647,4343286
1648,4363115
1649,4385513
1650,4405879
1651,4424141
1652,4446232
1653,4466043
1654,4486460
1655,4507332
1656,4253848
1657,4274566
1658,4295957
1659,4316781
1660,4339237
1661,4358457
1662,4378914
1663,4398976
1664,4419326
1665,4439249
1666,4459724
1667,4479584
1668,4501211
1669,4259091
1670,4280302
1671,4301016
1672,4320243
1673,4343142
1674,4362471
1675,4382897
1676,4404642
1677,4424183
1678,4444437
1679,4464480
1680,4485181
1681,4506222
1682,4264995
1683,4286285
1684,4309563
1685,4326389
1686,4349674
1687,4370198
1688,4391579
1689,4407581
1690,4430603
1691,4450975
1692,4471852
1693,4488444
1694,4513492
1695,4256971
1696,4276894
1697,4298044
1698,4318783
1699,4339502
1700,4360233
1701,4380667
1702,4400240
1703,4420711
1704,4440661
1705,4461140
1706,4480590
1707,4504519
1708,4267311
1709,4288767
1710,4310839
1711,4331583
1712,4350640
1713,4371222
1714,4392857
1715,4414914
1716,4431752
1717,4452040
1718,4473064
1719,4496236
1720,4514715
1721,4256047
1722,4276841
1723,4297984
1724,4320167
1725,4339232
1726,4360384
1727,4380606
1728,4403572
1729,4420606
1730,4440743
1731,4461104
1732,4484281
1733,4502745
1734,4256823
1735,4279084
1736,4305861
1737,4319313
1738,4340642
1739,4361445
1740,4387668
1741,4401062
1742,4420607
1743,4440774
1744,4467435
1745,4483632
1746,4503573
1747,4255277
1748,4275820
1749,4298716
1750,4320163
1751,4344338
1752,4360258
1753,4380626
1754,4401734
1755,4420643
1756,4440636
1757,4461111
1758,4482094
1759,4502700
1760,4261746
1761,4282384
1762,4304111
1763,4321460
1764,4343419
1765,4364491
1766,4388677
1767,4405540
1768,4428504
1769,4448919
1770,4468171
1771,4485680
1772,4510352
1783,4257006
1784,4279329
1785,4300195
1786,4324176
1787,4344482
1788,4362706
1789,4382968
1790,4405573
1791,4422758
1792,4442921
1793,4462249
1794,4488199
1795,4504903
1796,4267371
1797,4288697
1798,4309296
1799,4329586
1800,4350669
1801,4371134
1802,4391358
1803,4411207
1804,4431686
1805,4452030
1806,4471605
1807,4492275
1808,4514732
1809,4255339
1810,4275802
1811,4297114
1812,4320230
1813,4338986
1814,4359967
1815,4380016
1816,4401800
1817,4420120
1818,4440211
1819,4460661
1820,4482117
1821,4502782
1847,4256935
1848,4280555
1849,4301253
1850,4320413
1851,4341784
1852,4362684
1853,4382923
1854,4401855
1855,4422752
1856,4442846
1857,4463265
1858,4482287
1859,4504759
