,id
1118,4355757
1119,4376237
1120,4395232
1121,4420788
1122,4436507
1123,4456835
1124,4476330
1125,4504904
1126,4261229
1127,4283011
1128,4302931
1129,4327979
1130,4346425
1131,4367308
1132,4387324
1133,4409238
1134,4427183
1135,4447496
1136,4467129
1137,4491997
1138,4509265
1153,4257398
1154,4280122
1155,4298888
1156,4319994
1157,4339280
1158,4360068
1159,4382331
1160,4401500
1161,4421805
1162,4442332
1163,4462719
1164,4481898
1165,4504900
1166,4255799
1167,4276538
1168,4297703
1169,4318440
1170,4338652
1171,4361149
1172,4381410
1173,4400867
1174,4421368
1175,4441458
1176,4461866
1177,4481293
1178,4503413
1179,4259831
1180,4284656
1181,4305403
1182,4327892
1183,4345142
1184,4366859
1185,4386765
1186,4410035
1187,4423397
1188,4446908
1189,4466525
1190,4490024
1191,4508478
1192,4260267
1193,4281244
1194,4304770
1195,4329740
1196,4345646
1197,4366189
1198,4385181
1199,4408797
1200,4426485
1201,4446682
1202,4465272
1203,4489735
1204,4507042
1205,4260368
1206,4279277
1207,4300146
1208,4322589
1209,4341270
1210,4361609
1211,4382338
1212,4403666
1213,4423611
1214,4442308
1215,4462712
1216,4483740
1217,4504330
1232,4261747
1233,4282316
1234,4302893
1235,4323284
1236,4346245
1237,4367245
1238,4385529
1239,4404721
1240,4424245
1241,4444557
1242,4464642
1243,4485284
1244,4506549
1245,4263221
1246,4283360
1247,4305050
1248,4331579
1249,4346785
1250,4366676
1251,4388710
1252,4413281
1253,4428397
1254,4448819
1255,4468606
1256,4491990
1257,4509916
1258,4260742
1259,4281021
1260,4309361
1261,4321770
1262,4345569
1263,4366352
1264,4391143
1265,4403241
1266,4425473
1267,4446569
1268,4471340
1269,4483735
1270,4508688
1281,4258351
1282,4281501
1283,4302942
1284,4325952
1285,4342455
1286,4365004
1287,4383068
1288,4407324
1289,4424811
1290,4445199
1291,4465257
1292,4490307
1293,4504906
1294,4260540
1295,4284652
1296,4304213
1297,4324962
1298,4346323
1299,4367179
1300,4386735
1301,4406401
1302,4427034
1303,4447277
1304,4467547
1305,4487166
1306,4509698
1307,4262348
1308,4283986
1309,4303353
1310,4327469
1311,4343841
1312,4364995
1313,4384891
1314,4406681
1315,4425563
1316,4444987
1317,4465022
1318,4487605
1319,4506813
1320,4260235
1321,4281117
1322,4301921
1323,4323698
1324,4345452
1325,4361882
1326,4382408
1327,4404963
1328,4422054
1329,4442074
1330,4462501
1331,4485487
1332,4504017
1333,4262315
1334,4280466
1335,4303482
1336,4328004
1337,4345398
1338,4366251
1339,4386751
1340,4408804
1341,4426726
1342,4446903
1343,4467186
1344,4488217
1345,4507677
1358,4261275
1359,4284231
1360,4304121
1361,4330162
1362,4349473
1363,4365637
1364,4386682
1365,4411649
1366,4426329
1367,4446832
1368,4466446
1369,4488191
1370,4508822
1399,4256799
1400,4277722
1401,4298683
1402,4320306
1403,4339537
1404,4360260
1405,4380643
1406,4401759
1407,4420669
1408,4442763
1409,4463061
1410,4484047
1411,4504781
1412,4258695
1413,4279773
1414,4301170
1415,4327497
1416,4346204
1417,4364867
1418,4382664
1419,4408741
1420,4424165
1421,4444477
1422,4465592
1423,4490140
1424,4506953
1439,4258708
1440,4282794
1441,4303366
1442,4323253
1443,4343856
1444,4364946
1445,4385515
1446,4406812
1447,4424674
1448,4449950
1449,4469956
1450,4485617
1451,4508188
1494,4260355
1495,4281062
1496,4301881
1497,4321405
1498,4341272
1499,4367325
1500,4387306
1501,4408791
1502,4426432
1503,4446500
1504,4466574
1505,4485009
1506,4508793
1525,4261733
1526,4283005
1527,4303536
1528,4327995
1529,4345476
1530,4365028
1531,4386707
1532,4409945
1533,4426274
1534,4446502
1535,4466584
1536,4490240
1537,4509895
1603,4260346
1604,4284224
1605,4305052
1606,4323331
1607,4345573
1608,4366512
1609,4386477
1610,4404796
1611,4427495
1612,4446503
1613,4467628
1614,4487263
1615,4506568
1616,4265853
1617,4286296
1618,4307765
1619,4326124
1620,4349692
1621,4369566
1622,4389750
1623,4406712
1624,4431245
1625,4450476
1626,4470630
1627,4488120
1628,4514142
1669,4260238
1670,4284449
1671,4301930
1672,4321817
1673,4345456
1674,4366185
1675,4385067
1676,4403321
1677,4426188
1678,4446683
1679,4466302
1680,4483392
1681,4508378
1760,4262845
1761,4288450
1762,4304356
1763,4321346
1764,4345018
1765,4371174
1766,4386245
1767,4403956
1768,4426586
1769,4452016
1770,4466301
1771,4485965
1772,4508744
1773,4263225
1774,4284280
1775,4304606
1776,4327438
1777,4345455
1778,4367226
1779,4384126
1780,4409502
1781,4426099
1782,4446588
1783,4466310
1784,4490937
1785,4508499
1798,4258636
1799,4280348
1800,4301075
1801,4323998
1802,4348084
1803,4363069
1804,4382735
1805,4405318
1806,4422468
1807,4442787
1808,4463102
1809,4485905
1810,4504752
1811,4263287
1812,4281120
1813,4301657
1814,4322019
1815,4345277
1816,4366869
1817,4386242
1818,4403526
1819,4425878
1820,4446645
1821,4466439
1822,4484087
1823,4507993
1824,4258627
1825,4282121
1826,4302735
1827,4321245
1828,4342779
1829,4362492
1830,4383134
1831,4402751
1832,4423022
1833,4444456
1834,4465049
1835,4483283
1836,4504643
1858,4259986
1859,4281040
1860,4301638
1861,4324177
1862,4345558
1863,4366580
1864,4386687
1865,4407252
1866,4426444
1867,4447961
1868,4467745
1869,4487282
1870,4511003
1871,4260583
1872,4276437
1873,4297630
1874,4318044
1875,4342714
1876,4359393
1877,4381329
1878,4399684
1879,4423766
1880,4441435
1881,4461911
1882,4481325
1883,4509350
1884,4255377
1885,4275867
1886,4296892
1887,4318761
1888,4339638
1889,4360038
1890,4380127
1891,4401171
1892,4420401
1893,4440488
1894,4461252
1895,4480666
1896,4502511
